epoch_idx,stage,tau,sigma_schnakenberg,sigma_multiscale,sigma_neural
837,W,0.018509,0.001161,0.011887,0.461056
838,W,0.035443,0.003151,0.009666,0.748806
839,W,0.025074,0.000218,0.016261,0.515502
840,W,0.003996,0.001923,0.008463,0.431429
841,W,0.010416,0.001498,0.007322,0.489147
842,W,0.040958,0.000497,0.014421,0.648394
843,W,0.049339,0.001607,0.008862,0.615339
844,W,0.012736,0.000682,0.005065,0.572912
845,W,0.021601,0.000160,0.004439,0.494116
846,W,0.008075,0.002996,0.016373,0.382673
847,W,0.017477,0.000669,0.006592,0.890795
848,W,0.011292,0.002157,0.033317,0.263249
849,W,0.010193,0.000166,0.008916,0.428879
850,W,0.011858,0.001469,0.007125,0.553446
851,W,0.027155,0.001540,0.007005,0.802528
852,W,0.052459,0.001396,0.015390,0.417201
853,W,0.031524,0.001664,0.029898,0.267447
854,W,0.039048,0.004363,0.029108,0.148343
855,W,0.010230,0.007250,0.020689,0.472175
856,W,0.037093,0.010879,0.061679,0.059730
857,W,0.037963,0.000807,0.030839,0.000000
858,W,0.007077,0.009561,0.042209,0.424625
859,W,0.096676,0.005162,0.013467,0.180057
860,W,0.036785,0.003572,0.038203,0.520721
861,W,0.015383,0.001805,0.023663,0.101309
862,W,0.016293,0.002355,0.035397,0.089657
863,W,0.035757,0.001086,0.005814,0.471646
864,W,0.140000,0.002031,0.022391,0.134914
865,W,0.119964,0.000567,0.024132,0.153341
866,W,0.023460,0.006956,0.015059,0.455247
867,W,0.088717,0.004110,0.020137,0.167043
868,W,0.051491,0.003883,0.011451,0.059745
869,N1,0.157144,0.007097,0.024741,0.173689
870,N1,0.027221,0.000368,0.006875,0.114745
871,N1,0.013167,0.000782,0.019109,0.100777
872,N2,0.016029,0.003824,0.020787,0.049233
873,N2,0.049548,0.006298,0.033383,0.310061
874,N2,0.075687,0.002510,0.007465,0.308552
875,N2,0.012102,0.002020,0.022594,0.092067
876,N2,0.006090,0.003330,0.021703,0.045803
877,N2,0.040277,0.000099,0.030389,0.057338
878,N2,0.012939,0.000254,0.011438,0.149126
879,N2,0.005752,0.002631,0.004444,0.000000
880,N2,0.011368,0.000396,0.006925,0.107093
881,N2,0.026678,0.002826,0.030728,0.048229
882,N2,0.005035,0.001032,0.021843,0.000000
883,N2,0.012560,0.003597,0.020780,0.405950
884,N2,0.018960,0.001639,0.008172,0.226620
885,N2,0.045253,0.000123,0.028432,0.004894
886,N2,0.012818,0.026856,0.036251,0.045825
887,N2,0.002381,0.002387,0.015420,0.072182
888,N2,0.013537,0.003068,0.033079,0.068266
889,N3,0.005476,0.001266,0.008591,0.525639
890,N3,0.000824,0.002777,0.012492,0.000000
891,N3,0.013638,0.001347,0.016304,0.000000
892,N3,0.005502,0.016858,0.043217,0.060341
893,N3,0.024719,0.042580,0.086734,0.000000
894,N3,0.019636,0.004365,0.019707,0.221849
895,N3,0.018875,0.000907,0.023460,0.000000
896,N3,0.022743,0.000833,0.032203,0.018702
897,N3,0.002941,0.039551,0.050753,0.213363
898,N3,0.025114,0.003694,0.047044,0.015594
899,N3,0.009936,0.001717,0.042558,0.062918
900,N3,0.000687,0.002574,0.032697,0.000000
901,N3,0.002430,0.013196,0.085165,0.018409
902,N3,0.002238,0.001861,0.062943,0.044482
903,N3,0.006605,0.000953,0.030569,0.065584
904,N3,0.003184,0.027622,0.038308,0.000000
905,N3,0.007362,0.026681,0.080606,0.099018
906,N3,0.003885,0.014586,0.115163,0.097910
907,N3,0.008739,0.005122,0.032433,0.030626
908,N3,0.001643,0.013869,0.020212,0.134649
909,N3,0.002030,0.006255,0.089735,0.118069
910,N3,0.013859,0.026417,0.038049,0.393874
911,N3,0.001758,0.026199,0.058796,0.124526
912,N3,0.010778,0.012766,0.047786,0.331674
913,N3,0.006860,0.042596,0.061875,0.076499
914,N3,0.001369,0.026622,0.048255,0.016603
915,N3,0.000874,0.001205,0.010479,0.081405
916,N3,0.018262,0.013535,0.032782,0.221930
917,N3,0.002010,0.033615,0.117106,0.058874
918,N3,0.009142,0.053287,0.086667,0.266124
919,N3,0.018158,0.029127,0.089615,0.079998
920,N3,0.002363,0.002831,0.028728,0.293450
921,N3,0.003299,0.002355,0.062581,0.005521
922,N3,0.002182,0.003247,0.031786,0.159969
923,N3,0.004185,0.028259,0.043083,0.011819
924,N3,0.025446,0.039656,0.098747,0.000000
925,N3,0.002794,0.000235,0.028275,0.134544
926,N3,0.010145,0.013355,0.028131,0.102609
927,N3,0.038940,0.002994,0.127301,0.106513
928,N3,0.005946,0.001984,0.024434,0.021859
929,N3,0.006210,0.033473,0.076082,0.035711
930,N3,0.001944,0.005876,0.188654,0.000000
931,N3,0.001724,0.013546,0.045648,0.016685
932,N3,0.005415,0.014163,0.045293,0.000000
933,N3,0.008774,0.013064,0.023963,0.055194
934,N3,0.002368,0.012971,0.051092,0.107759
935,N3,0.019290,0.012727,0.020686,0.000000
937,N3,0.004873,0.040412,0.063636,0.046311
938,N3,0.001777,0.006321,0.080637,0.123498
939,N3,0.006461,0.000730,0.028606,0.065159
940,N3,0.006630,0.001222,0.022243,0.052105
941,N3,0.001605,0.002183,0.018253,0.073135
942,N3,0.001792,0.042908,0.057113,0.055507
943,N3,0.002411,0.002387,0.023999,0.057105
944,N3,0.013041,0.014105,0.042251,0.189350
945,N3,0.015528,0.004895,0.040347,0.076117
946,N3,0.007283,0.003386,0.020387,0.123783
947,N3,0.012449,0.003518,0.023591,0.126508
948,N3,0.002421,0.002987,0.059545,0.218758
949,N3,0.003869,0.014210,0.033558,0.000000
950,N3,0.004734,0.004285,0.045281,0.016347
951,N3,0.003095,0.000643,0.034722,0.093880
952,N3,0.002523,0.002522,0.021173,0.026355
953,N3,0.002484,0.015684,0.080600,0.007760
954,N3,0.001358,0.003640,0.070996,0.065061
955,N3,0.002123,0.003356,0.047966,0.021503
956,N3,0.001141,0.003960,0.076632,0.000000
957,N3,0.000850,0.000895,0.015387,0.027601
958,N3,0.016596,0.015837,0.039447,0.065353
959,N3,0.004926,0.028940,0.059872,0.022718
960,N3,0.006893,0.001224,0.024519,0.000000
961,N3,0.014209,0.001313,0.049380,0.098337
962,N3,0.008598,0.012784,0.062250,0.022252
963,N3,0.007699,0.005047,0.036719,0.000000
964,N3,0.006448,0.000951,0.048238,0.078415
965,N3,0.001965,0.026953,0.048878,0.089241
966,N3,0.003209,0.004005,0.029826,0.000000
967,N3,0.006069,0.001001,0.030876,0.000000
968,N3,0.000504,0.015245,0.079365,0.229732
969,N3,0.004461,0.001536,0.079799,0.000000
970,N3,0.002430,0.002738,0.038634,0.037645
971,N3,0.001347,0.016534,0.049588,0.241030
972,N3,0.005097,0.002260,0.030539,0.004802
973,N3,0.005194,0.000283,0.048629,0.050430
974,N3,0.042632,0.002757,0.012911,0.118752
975,N3,0.001642,0.000403,0.018026,0.036113
976,N3,0.049354,0.000558,0.042773,0.116954
977,N2,0.053880,0.000828,0.048700,0.205141
978,N2,0.013126,0.001109,0.018465,0.000000
979,N2,0.004775,0.027914,0.059406,0.157550
980,N2,0.005779,0.002167,0.012303,0.046854
981,N2,0.022390,0.000709,0.016237,0.000000
982,N2,0.079063,0.001929,0.009692,0.000000
983,N2,0.003002,0.040421,0.055148,0.093650
984,N2,0.013911,0.031190,0.065210,0.036200
985,N3,0.038020,0.000306,0.028938,0.400011
986,N2,0.010395,0.006099,0.012255,0.138568
987,N2,0.009534,0.000231,0.028237,0.114032
988,N2,0.007931,0.005134,0.026265,0.006309
989,N2,0.002097,0.002188,0.026039,0.010233
990,N2,0.024673,0.002475,0.028179,0.055272
991,N3,0.024078,0.003404,0.015703,0.000000
992,N3,0.023424,0.026048,0.042681,0.145490
993,N3,0.005217,0.005550,0.025854,0.227269
994,N2,0.050491,0.004511,0.023882,0.050319
995,N2,0.046413,0.005224,0.029479,0.165303
996,N2,0.015131,0.007631,0.022468,0.167682
997,N2,0.039758,0.004529,0.011100,0.084956
998,N2,0.093250,0.007191,0.025662,0.339126
999,N2,0.022010,0.067481,0.094841,0.371257
1000,N2,0.030150,0.008190,0.025565,0.030842
1001,R,0.073290,0.012604,0.021239,0.065494
1002,R,0.051115,0.000392,0.030002,0.156366
1003,R,0.003447,0.004298,0.010662,0.035307
1004,R,0.129729,0.002004,0.005313,0.007004
1005,R,0.008447,0.000952,0.011794,0.110757
1006,R,0.041919,0.000461,0.006210,0.018793
1007,R,0.040527,0.011848,0.020813,0.000000
1008,R,0.020914,0.001089,0.009080,0.079593
1009,R,0.021014,0.003201,0.017512,0.078275
1010,R,0.020452,0.004473,0.010718,0.459236
1011,R,0.013828,0.006917,0.022517,0.239993
1012,R,0.026335,0.001353,0.012666,0.000788
1013,R,0.025104,0.002026,0.008942,0.461925
1014,R,0.029330,0.002962,0.028731,0.034479
1015,R,0.074147,0.001961,0.022042,0.147977
1016,R,0.125964,0.000627,0.005074,0.331587
1017,R,0.040194,0.001474,0.013698,0.030572
1018,R,0.159972,0.002299,0.014610,0.209200
1019,R,0.002913,0.000322,0.022355,0.581168
1020,R,0.031356,0.013489,0.023467,0.145733
1021,N2,0.022209,0.005670,0.019755,0.042743
1022,N2,0.047651,0.002840,0.016603,0.082623
1023,N2,0.028162,0.004522,0.010412,0.000000
1024,N2,0.001302,0.000515,0.025638,0.112121
1025,N2,0.018864,0.010859,0.062822,0.000000
1026,N2,0.069196,0.004561,0.034933,0.204077
1027,N2,0.004125,0.002448,0.021852,0.015289
1028,N2,0.062465,0.001248,0.021620,0.058761
1029,N2,0.037381,0.003433,0.013738,0.170723
1030,N2,0.048401,0.005534,0.035125,0.121102
1031,N2,0.024043,0.000830,0.013746,0.083902
1032,N2,0.040073,0.001415,0.010279,0.089861
1033,N2,0.015160,0.002830,0.027014,0.291529
1034,N2,0.027286,0.001160,0.020609,0.174344
1035,N2,0.045493,0.003688,0.022542,0.137522
1036,N2,0.056995,0.001107,0.025180,0.015650
1037,N3,0.008083,0.001080,0.014608,0.043743
1038,N2,0.018050,0.001219,0.017735,0.130628
1039,N2,0.014303,0.005019,0.024945,0.076981
1040,N2,0.008897,0.001060,0.016389,0.142833
1041,N2,0.027747,0.003272,0.018673,0.273702
1042,N3,0.008108,0.001141,0.017217,0.000000
1043,N2,0.006457,0.000133,0.030250,0.126599
1044,N3,0.006828,0.004735,0.041172,0.152107
1045,N3,0.008032,0.000306,0.008546,0.157671
1046,N3,0.005925,0.006507,0.051386,0.000000
1047,N3,0.003786,0.002217,0.025696,0.015299
1048,N3,0.011980,0.003661,0.018669,0.020275
1049,N3,0.001744,0.003290,0.022667,0.072428
1050,N3,0.002512,0.030028,0.065712,0.298792
1051,N3,0.005218,0.048820,0.179955,0.284421
1052,N3,0.040486,0.053411,0.072441,0.048822
1053,N3,0.012134,0.013042,0.019813,0.116542
1054,N3,0.026385,0.003272,0.012350,0.088733
1055,N3,0.014733,0.001893,0.016497,0.000000
1056,N3,0.001878,0.026534,0.043848,0.094615
1057,N3,0.003360,0.000669,0.011444,0.397671
1058,N3,0.005879,0.014021,0.050984,0.000000
1059,N3,0.003553,0.000285,0.005183,0.000000
1060,N3,0.008271,0.002509,0.056726,0.253073
1061,N3,0.005956,0.025860,0.037135,0.178499
1062,N3,0.013298,0.004684,0.012682,0.093372
1063,N3,0.006851,0.001082,0.035128,0.156530
1064,N3,0.012712,0.014029,0.032671,0.298601
1065,N3,0.001796,0.000715,0.016770,0.000000
1066,N3,0.004042,0.026112,0.063149,0.131328
1067,N3,0.017197,0.001334,0.040586,0.000000
1068,N3,0.005236,0.000791,0.058297,0.015155
1069,N3,0.004781,0.007843,0.138318,0.067995
1070,N3,0.001865,0.031993,0.087892,0.104726
1071,N3,0.001637,0.005630,0.046530,0.087405
1072,N3,0.003275,0.001088,0.008171,0.008889
1073,N3,0.021044,0.013015,0.084880,0.000000
1074,N3,0.003785,0.014952,0.064818,0.044817
1075,N3,0.010511,0.000128,0.029736,0.189180
1076,N3,0.005193,0.000429,0.042139,0.000000
1077,N3,0.003787,0.013846,0.035215,0.083930
1078,N3,0.002903,0.027539,0.044362,0.002325
1079,N3,0.002338,0.028478,0.060267,0.134760
1080,N3,0.013650,0.068189,0.075724,0.050329
1081,N3,0.004335,0.000982,0.024659,0.040436
1082,N3,0.006122,0.002692,0.029223,0.105046
1083,N3,0.009953,0.001231,0.034698,0.255799
1084,N3,0.002883,0.000513,0.018557,0.090720
1085,N3,0.038405,0.001318,0.024818,0.066248
1086,N3,0.005892,0.000258,0.018078,0.011627
1087,N3,0.002263,0.001181,0.017295,0.090925
1088,N3,0.078820,0.001194,0.022310,0.066495
1089,N3,0.005623,0.000651,0.023267,0.069077
1090,N3,0.008631,0.002618,0.033093,0.074715
1091,N3,0.006955,0.026362,0.039274,0.012587
1092,N3,0.010239,0.004313,0.027255,0.070626
1093,N3,0.003659,0.003607,0.023876,0.080026
1094,N3,0.016957,0.001134,0.014492,0.156852
1095,N3,0.001375,0.068460,0.100721,0.028398
1096,N3,0.046932,0.003545,0.018249,0.000000
1097,N3,0.015310,0.001958,0.015015,0.480262
1098,N3,0.007458,0.002064,0.006568,0.000000
1099,N3,0.019547,0.028753,0.052126,0.026012
1100,N3,0.006170,0.052914,0.084372,0.076867
1101,N3,0.007700,0.001520,0.012549,0.201991
1102,N3,0.004011,0.013109,0.078873,0.137294
1103,N3,0.016889,0.026051,0.048537,0.000000
1104,N3,0.002144,0.000744,0.038783,0.151162
1105,N3,0.011949,0.000962,0.005956,0.125974
1106,N3,0.004955,0.001558,0.006820,0.042157
1107,N3,0.007803,0.001670,0.024787,0.370049
1108,N3,0.012284,0.014089,0.033073,0.075550
1109,N3,0.012314,0.001581,0.038538,0.063781
1110,N3,0.006696,0.002752,0.036310,0.047462
1111,N3,0.002841,0.026581,0.039926,0.282165
1112,N3,0.009779,0.000394,0.023923,0.017333
1113,N3,0.011986,0.007025,0.062334,0.017575
1114,N3,0.039598,0.002166,0.054697,0.290063
1115,N3,0.096620,0.000602,0.024065,0.163000
1116,W,0.047924,0.001745,0.023041,0.149402
1117,N1,0.017956,0.000880,0.011644,0.000000
1118,N1,0.041625,0.003332,0.015754,0.163987
1119,N2,0.035860,0.001156,0.027031,0.048111
1120,N2,0.028496,0.001595,0.010926,0.000000
1121,N2,0.024417,0.000958,0.009628,0.473469
1122,N2,0.005459,0.000445,0.019320,0.087853
1123,N2,0.014050,0.001199,0.014479,0.041516
1124,N2,0.027811,0.001565,0.016303,0.130235
1125,N2,0.004088,0.001584,0.014245,0.140182
1126,N2,0.021346,0.003703,0.016195,0.000000
1127,N2,0.007593,0.003525,0.020438,0.119311
1128,N2,0.137888,0.001386,0.016555,0.082144
1129,N3,0.006484,0.007373,0.033597,0.005825
1130,N2,0.049762,0.027476,0.052128,0.221907
1131,N2,0.010555,0.002768,0.023127,0.139179
1132,N2,0.083212,0.013084,0.030512,0.000000
1133,N2,0.041505,0.000404,0.007337,0.243550
1134,R,0.019717,0.003016,0.020423,0.069370
1135,R,0.017422,0.006198,0.010448,0.054566
1136,R,0.102965,0.081105,0.091660,0.120058
1137,R,0.009926,0.005427,0.016363,0.000000
1138,R,0.085268,0.005573,0.016109,0.259620
1139,R,0.004464,0.001220,0.025500,0.194490
1140,R,0.013401,0.001438,0.007025,0.020980
1141,R,0.039180,0.002113,0.009103,0.056463
1142,R,0.109917,0.002531,0.017080,0.035081
1143,W,0.164895,0.001076,0.005581,0.437901
1144,N1,0.018403,0.001311,0.006159,0.135248
1145,N2,0.005505,0.006130,0.017271,0.063855
1146,W,0.079692,0.003998,0.015970,0.067170
1147,N1,0.078057,0.001449,0.009814,0.018177
1148,N1,0.017439,0.000658,0.008758,0.038141
1149,R,0.010732,0.000776,0.008049,0.000000
1150,R,0.036326,0.000189,0.016211,0.091134
1151,R,0.021076,0.000975,0.015858,0.000000
1152,R,0.014442,0.008992,0.043036,0.160691
1153,R,0.019586,0.002750,0.008647,0.183113
1154,R,0.002982,0.002466,0.014430,0.201057
1155,R,0.010503,0.000544,0.014638,0.160736
1156,R,0.007469,0.008376,0.019631,0.640610
1157,R,0.026487,0.000130,0.004611,0.272151
1158,R,0.030868,0.002560,0.009548,0.097055
1159,R,0.035392,0.000337,0.003254,0.000000
1160,R,0.013490,0.000464,0.013269,0.070332
1161,R,0.037420,0.001206,0.017467,0.048494
1162,R,0.017704,0.000521,0.018519,0.098901
1163,R,0.020480,0.001524,0.009634,0.092910
1164,R,0.036116,0.003552,0.020514,0.114888
1165,R,0.048816,0.003013,0.043718,0.035947
1166,R,0.015563,0.002120,0.018133,0.090406
1167,R,0.041476,0.004450,0.014365,0.212398
1168,R,0.291815,0.003042,0.011645,0.169724
1169,R,0.108212,0.002423,0.008220,0.122160
1170,R,0.023472,0.002940,0.012414,0.099858
1171,R,0.023977,0.003658,0.014363,0.000000
1172,R,0.008932,0.004422,0.020336,0.000539
1173,R,0.081070,0.000600,0.014807,0.415452
1174,R,0.083732,0.000321,0.006939,0.399416
1175,R,0.042379,0.002949,0.006387,0.110968
1176,R,0.055912,0.004006,0.015436,0.679041
1177,R,0.113534,0.003363,0.030577,0.231261
1178,R,0.022603,0.007453,0.016133,0.561520
1179,R,0.037992,0.001638,0.007028,0.234232
1180,R,0.061923,0.002104,0.013403,0.044537
1181,R,0.092646,0.000288,0.003033,0.397666
1182,R,0.024899,0.003671,0.012955,0.030383
1183,R,0.007373,0.003228,0.008877,0.305844
1184,R,0.030705,0.001124,0.009728,0.164653
1185,R,0.016816,0.000660,0.006384,0.045503
1186,R,0.076185,0.000649,0.024138,0.405919
1187,R,0.011745,0.003391,0.017029,0.272765
1188,R,0.078652,0.004820,0.014085,0.092916
1189,R,0.027189,0.004071,0.015238,0.018460
1190,R,0.007072,0.002000,0.015965,0.033338
1191,R,0.032265,0.002258,0.015510,0.000000
1192,R,0.021708,0.000154,0.004192,0.052710
1193,N2,0.013614,0.000913,0.021862,0.000000
1194,N2,0.044525,0.000464,0.014009,0.000000
1195,N2,0.021433,0.002977,0.009424,0.037920
1196,R,0.022381,0.000679,0.010590,0.043526
1197,R,0.006598,0.000235,0.011328,0.009539
1198,N2,0.016974,0.001001,0.008359,0.033964
1199,N2,0.030633,0.002049,0.025153,0.385591
1200,N2,0.020321,0.002818,0.009480,0.060971
1201,N2,0.016772,0.003022,0.009304,0.372302
1202,N2,0.036673,0.001185,0.006158,0.023912
1203,N2,0.043688,0.005785,0.021990,0.055409
1204,N2,0.052639,0.000822,0.005442,0.139037
1205,R,0.014948,0.000108,0.007725,0.071014
1206,R,0.047822,0.002804,0.011230,0.013058
1207,R,0.028026,0.001636,0.015085,0.357542
1208,N2,0.023216,0.000531,0.011203,0.018143
1209,N2,0.020125,0.002363,0.017582,0.000000
1210,N2,0.027134,0.001965,0.015096,0.052629
1211,N2,0.002791,0.005688,0.013317,0.056047
1212,N2,0.015362,0.001247,0.005739,0.053776
1213,N2,0.019756,0.003773,0.020358,0.000000
1214,N2,0.018575,0.004166,0.010471,0.285532
1215,N2,0.003260,0.000460,0.007116,0.122189
1216,N2,0.005599,0.002149,0.018726,0.079506
1217,N2,0.007696,0.003522,0.022118,0.006883
1218,W,0.272377,0.003784,0.006872,0.621326
1219,N1,0.026981,0.000301,0.002929,0.205199
1220,N1,0.017856,0.006356,0.040939,0.000000
1221,W,0.025974,0.001714,0.134883,0.048005
1222,W,0.342401,0.006422,0.017473,0.108600
1223,W,0.021804,0.004807,0.026201,0.085293
1224,W,0.044443,0.007914,0.019847,0.042954
1225,W,0.010937,0.001025,0.018557,0.316349
1226,W,0.021643,0.001506,0.015733,0.267304
1227,W,0.026432,0.013967,0.063367,0.784071
1228,W,0.018151,0.006622,0.012800,0.583663
1229,W,0.016166,0.001770,0.014826,0.489267
1230,N1,0.014548,0.007803,0.031020,0.234293
1231,N1,0.014576,0.005238,0.026322,0.062537
1232,W,0.026563,0.006086,0.025618,0.317132
1233,W,0.058293,0.017846,0.071064,0.006305
1234,W,0.113239,0.001155,0.005430,0.309405
1235,W,0.072817,0.014142,0.032667,0.269650
1236,W,0.224234,0.000699,0.005045,0.498328
1237,N1,0.021171,0.001792,0.015874,0.084042
1238,N2,0.023087,0.003788,0.023590,0.077998
1239,N2,0.035603,0.000368,0.011544,0.000000
1240,N2,0.011789,0.001827,0.014522,0.048353
1241,N2,0.008220,0.002568,0.014971,0.086546
1242,N2,0.021679,0.039887,0.073654,0.054775
1243,N2,0.020993,0.000857,0.013687,0.307231
1244,N2,0.009244,0.001221,0.007362,0.054459
1245,N2,0.011577,0.002853,0.019073,0.165839
1246,N2,0.004348,0.000223,0.013670,0.211620
1247,N2,0.006428,0.002503,0.016721,0.003929
1248,N2,0.007569,0.003761,0.013860,0.037795
1249,N2,0.004874,0.002229,0.011311,0.038221
1250,N2,0.028281,0.001293,0.013378,0.052501
1251,N2,0.008259,0.004713,0.012195,0.194889
1252,N2,0.055223,0.002024,0.009294,0.088478
1253,N2,0.012973,0.005662,0.031885,0.020718
1254,N2,0.010622,0.000495,0.012484,0.333266
1255,N2,0.019236,0.002611,0.025200,0.078434
1256,N2,0.007292,0.000416,0.033566,0.000000
1257,N2,0.027774,0.003589,0.020920,0.148037
1258,N2,0.013822,0.000607,0.005611,0.071191
1259,N2,0.013258,0.000515,0.004674,0.203198
1260,N2,0.011597,0.002651,0.021997,0.051797
1261,N2,0.002037,0.008015,0.038434,0.052517
1262,N2,0.011808,0.001262,0.018647,0.000000
1263,N2,0.013350,0.000958,0.004962,0.022097
1264,N2,0.010911,0.004325,0.035684,0.284142
1265,N2,0.049288,0.004892,0.009479,0.000000
1266,N2,0.019123,0.030217,0.049979,0.442294
1267,N2,0.008504,0.005673,0.046421,0.275089
1268,N2,0.008095,0.001932,0.013583,0.000000
1269,N2,0.010697,0.000316,0.015779,0.019527
1270,N2,0.005492,0.005582,0.052233,0.086705
1271,N2,0.013437,0.009295,0.028353,0.053635
1272,N3,0.001276,0.013096,0.023650,0.313439
1273,N2,0.009504,0.001662,0.018906,0.074669
1274,N3,0.009558,0.000265,0.032647,0.037404
1275,N3,0.004445,0.016494,0.038458,0.001390
1276,N3,0.006613,0.001660,0.007447,0.314411
1277,N3,0.002361,0.001477,0.016899,0.485730
1278,N3,0.022875,0.000523,0.020794,0.007708
1279,N3,0.022951,0.000974,0.008359,0.162615
1280,N3,0.026538,0.001148,0.021667,0.063105
1281,N2,0.015609,0.001513,0.005859,0.398326
1282,N2,0.004820,0.000868,0.013719,0.171890
1283,N3,0.012187,0.001008,0.020812,0.019639
1284,N3,0.008687,0.039444,0.063609,0.103191
1285,N3,0.005889,0.066461,0.113710,0.025058
1286,N3,0.022482,0.002015,0.031432,0.057757
1287,N3,0.024651,0.001582,0.027276,0.000000
1288,N3,0.017978,0.000736,0.069397,0.048171
1289,N3,0.007557,0.001057,0.026887,0.123011
1290,N3,0.024663,0.013003,0.058830,0.182873
1291,N3,0.005366,0.000578,0.019513,0.000000
1292,N3,0.007516,0.040830,0.050563,0.090305
1293,N3,0.001197,0.054248,0.097957,0.645162
1294,N3,0.009331,0.012811,0.037086,0.126649
1295,N3,0.014377,0.005392,0.040198,0.047454
1296,N3,0.003857,0.001269,0.011553,0.033892
1297,N3,0.000983,0.001602,0.022158,0.014064
1298,N3,0.023709,0.000449,0.015596,0.029257
1299,N3,0.019118,0.027251,0.065916,0.088477
1300,N3,0.001727,0.001878,0.006773,0.019916
1301,N3,0.001153,0.027964,0.053616,0.350468
1302,N3,0.002836,0.027075,0.064600,0.030173
1303,N3,0.007300,0.000408,0.011282,0.110402
1304,N3,0.003234,0.013465,0.040978,0.006137
1305,N3,0.002611,0.025941,0.057136,0.091116
1306,N3,0.043910,0.014856,0.039148,0.178393
1307,N3,0.004585,0.000529,0.025165,0.131653
1308,N3,0.017481,0.000644,0.042705,0.071692
1309,N3,0.084084,0.080921,0.102765,0.160882
1310,N2,0.020147,0.002289,0.017884,0.151072
1311,N2,0.022405,0.002781,0.009715,0.078466
1312,N2,0.020438,0.008077,0.062639,0.000000
1313,N2,0.014597,0.004768,0.013535,0.028433
1314,N2,0.069239,0.000400,0.001124,0.054085
1315,N2,0.009640,0.002773,0.012649,0.228337
1316,N2,0.049264,0.001037,0.033865,0.000000
1317,N2,0.013642,0.001948,0.007450,0.226968
1318,N2,0.041176,0.001042,0.008575,0.126182
1319,N2,0.003744,0.002732,0.014714,0.069853
1320,N2,0.071888,0.001996,0.014016,0.021315
1321,N2,0.008800,0.002064,0.016333,0.000000
1322,N2,0.008091,0.006346,0.030283,0.056725
1323,N2,0.020788,0.004529,0.017266,0.109298
1324,N2,0.048163,0.008985,0.037604,0.073729
1325,N2,0.045939,0.004647,0.018556,0.072589
1326,N2,0.046983,0.001030,0.009223,0.002867
1327,N2,0.017097,0.001876,0.029662,0.052046
1328,N2,0.004899,0.005308,0.022410,0.065495
1329,N3,0.012006,0.045852,0.079281,0.060306
1330,N2,0.009965,0.001491,0.012901,0.018960
1331,N2,0.007050,0.000895,0.025949,0.103292
1332,N2,0.006687,0.007487,0.053091,0.060961
1333,N1,0.296739,0.000478,0.039432,0.149281
1334,W,0.212755,0.006949,0.012303,0.291325
1335,N1,0.053659,0.041130,0.046798,0.313011
1336,N2,0.006401,0.005909,0.013405,0.178260
1337,N2,0.016545,0.001175,0.018797,0.082468
1338,N2,0.191422,0.003820,0.014418,0.257785
1339,W,0.209549,0.001905,0.010751,0.267737
1340,N1,0.010675,0.000954,0.021127,0.089047
1341,N2,0.001168,0.000462,0.013594,0.099274
1342,N2,0.022774,0.001876,0.011676,0.033811
1343,N2,0.004761,0.000231,0.012512,0.222862
1344,N2,0.033689,0.005318,0.021768,0.232247
1345,N2,0.004514,0.000608,0.007303,0.204716
1346,N2,0.041550,0.000727,0.008599,0.175345
1347,N2,0.003997,0.000968,0.006026,0.000000
1348,R,0.008273,0.001397,0.006421,0.316210
1349,R,0.016115,0.000549,0.010476,0.219779
1350,R,0.036310,0.004530,0.027522,0.148096
1351,R,0.039102,0.003072,0.019198,0.000000
1352,R,0.082283,0.000338,0.013142,0.092095
1353,R,0.028267,0.005750,0.028365,0.185793
1354,R,0.039742,0.002431,0.024424,0.000000
1355,R,0.108029,0.000221,0.023143,0.084850
1356,R,0.027704,0.001083,0.006726,0.105268
1357,R,0.029785,0.001729,0.010659,0.221585
1358,R,0.011306,0.005683,0.015149,0.110213
1359,R,0.011061,0.000604,0.015554,0.080717
1360,R,0.012672,0.002047,0.006346,0.190115
1361,R,0.003000,0.003129,0.012433,0.000000
1362,R,0.032527,0.000638,0.007855,0.189361
1363,R,0.265752,0.004076,0.021664,0.193236
1364,W,0.023780,0.007225,0.024014,0.048302
1365,W,0.112673,0.003587,0.008091,0.110646
1366,N1,0.051560,0.002134,0.011796,0.000000
1367,N2,0.051612,0.003899,0.017290,0.116864
1368,N2,0.046427,0.003451,0.010047,0.143744
1369,N2,0.088153,0.007939,0.029391,0.228322
1370,N2,0.019064,0.001430,0.032789,0.000000
1371,N2,0.047519,0.001943,0.030253,0.014986
1372,N2,0.024489,0.007379,0.049186,0.415500
1373,N2,0.010581,0.004916,0.020348,0.154222
1374,N2,0.011854,0.001764,0.007961,0.728337
1375,N2,0.315750,0.008587,0.039026,0.292857
1376,W,0.052236,0.001614,0.025780,0.447801
1377,N1,0.062691,0.002034,0.044487,0.167079
1378,N1,0.217680,0.000448,0.009811,0.154031
1379,W,0.204809,0.009523,0.040369,0.240838
1380,W,0.230869,0.004448,0.015136,0.643757
1381,W,0.171040,0.008682,0.033039,0.189913
1382,W,0.081494,0.003645,0.018093,0.504868
1383,W,0.036492,0.005606,0.035424,0.154293
1384,W,0.066496,0.000277,0.003979,0.179710
1385,W,0.013303,0.002336,0.020694,0.419143
1386,W,0.031653,0.003467,0.010105,0.402861
